CS_ID	Keyword_ID	Intent_1	Authority
CS_21351	heartburn angina symptoms	Direct Answer	Expert
CS_21352	what is the candida diet	Generic	Expert
CS_21353	what cause protein in the urine	Direct Answer	Expert
CS_21354	right hepatic lobe lesion	Generic	Expert
CS_21355	stage 4 bed sores	Generic	Expert
CS_21356	what is bed bug bites	Generic	General
CS_21357	clicking sound in ear	Direct Answer	Expert
CS_21358	mild systemic disease	Generic	Expert
CS_21359	best ptsd treatment	Direct Answer	Expert
CS_21360	after whipple procedure	Generic	Expert
CS_21361	get your medical records	Generic	General
CS_21362	healthcare solutions	Generic	Expert
CS_21363	what is methanol	Generic	Expert
CS_21364	private healthcare systems	Generic	General
CS_21365	slight stroke signs symptoms	Direct Answer	Expert
CS_21366	cough syrup dm	Generic	Expert
CS_21367	fibroids in your uterus	Generic	Expert
CS_21368	causes of tinnitus in one ear	Direct Answer	Expert
CS_21369	metastasized cancer	Generic	Expert
CS_21370	sore gums and teeth	Generic	Expert
CS_21371	how much is kfc franchise	Transactional	General
CS_21372	gastroparesis food	Generic	Expert
CS_21373	clove oil uses	Direct Answer	Expert
CS_21374	bilateral orchiectomy video	Resource	Expert
CS_21375	teenage health statistics	Generic	Expert
CS_21376	recovery from neck lift	Generic	Expert
CS_21377	how do you treat cellulitis	Guide	Expert
CS_21378	poultices for boils	Direct Answer	Expert
CS_21379	coming off statins	Generic	Expert
CS_21380	amylase enzyme	Generic	General
CS_21381	what is a hip replacement	Generic	Expert
CS_21382	kidney function high	Direct Answer	Expert
CS_21383	lupus muscle weakness	Direct Answer	Expert
CS_21384	bilateral leg pain causes	Direct Answer	Expert
CS_21385	replacing pacemaker leads	Generic	Expert
CS_21386	leukopenia treatment	Guide	Expert
CS_21387	diet for gallbladder surgery	Direct Answer	Expert
CS_21388	pictures of melanoma on back	Resource	General
CS_21389	biopsy of stomach	Generic	Expert
CS_21390	pain clinics in knoxville tn	Generic	General
CS_21391	sample mensa iq tests	Direct Answer	Expert
CS_21392	how to cure gallstones	Guide	Expert
CS_21393	how to remove lice	Guide	General
CS_21394	chiari symptoms	Direct Answer	Expert
CS_21395	pain in left side	Generic	Expert
CS_21396	liposuction recovery photos	Resource	Expert
CS_21397	eye drops for pink eye	Direct Answer	Expert
CS_21398	foot pain after sleeping	Generic	Expert
CS_21399	what to take for depression	Generic	Expert
CS_21400	dhhs forms	Resource	General
CS_21401	treat high blood pressure	Direct Answer	Expert
CS_21402	lupus foundation	Navigational	General
CS_21403	medical quizzes online	Navigational	Expert
CS_21404	after a seizure symptoms	Direct Answer	Expert
CS_21405	what is carcinoid syndrome	Generic	Expert
CS_21406	what cause nerve pain	Direct Answer	Expert
CS_21407	mmr vaccine price	Transactional	Expert
CS_21408	care fractured ribs	Direct Answer	Expert
CS_21409	safe energy drinks	Direct Answer	Expert
CS_21410	diabetes type 1 vs type 2	Generic	Expert
CS_21411	body pain	Generic	Expert
CS_21412	biopsy of liver	Generic	Expert
CS_21413	cervical stenosis myelopathy	Generic	Expert
CS_21414	fruits in diabetes	Generic	Expert
CS_21415	what is a mini seizure	Generic	Expert
CS_21416	rye neck syndrome	Generic	Expert
CS_21417	left lung cancer	Generic	Expert
CS_21418	what causes hip bursitis	Direct Answer	Expert
CS_21419	swollen itchy eyes treatment	Guide	Expert
CS_21420	stage 4 carcinoma	Generic	Expert
CS_21421	skin rash under armpits	Generic	Expert
CS_21422	allergy rash on face pictures	Resource	Expert
CS_21423	blood diseases names	Generic	Expert
CS_21424	psychiatric progress note	Generic	General
CS_21425	what is medical waste	Generic	Expert
CS_21426	what is boop pneumonia	Generic	Expert
CS_21427	groin cancer in women	Generic	Expert
CS_21428	response link	Navigational	General
CS_21429	how to cure nettle sting	Guide	Expert
CS_21430	what is eczema of the skin	Generic	Expert
CS_21431	lump in roof of mouth	Direct Answer	Expert
CS_21432	ear crystals treatment	Guide	Expert
CS_21433	risk of pacemaker surgery	Direct Answer	Expert
CS_21434	foods for water retention	Direct Answer	Expert
CS_21435	what causes scarlet fever	Direct Answer	Expert
CS_21436	symptoms of infantigo	Direct Answer	Expert
CS_21437	cures for skin irritation	Guide	Expert
CS_21438	how to hit puberty faster	Generic	Expert
CS_21439	latest obesity statistics	Generic	Expert
CS_21440	icy hot medicated roll	Generic	Expert
CS_21441	agx hearing aids reviews	Generic	Expert
CS_21442	lip cancer images	Resource	Expert
CS_21443	spinal meningitis causes	Direct Answer	Expert
CS_21444	concussion and fever	Generic	Expert
CS_21445	how to rid of pimples fast	Guide	Expert
CS_21446	ovarian lesions	Generic	Expert
CS_21447	information on scabies	Generic	Expert
CS_21448	mild congestive heart failure	Generic	Expert
CS_21449	drinking baking soda	Direct Answer	Expert
CS_21450	muscle and nerve pain	Generic	Expert
CS_21451	esophageal cancer	Generic	Expert
CS_21452	early signs of meningitis	Direct Answer	Expert
CS_21453	cystocele midline	Generic	Expert
CS_21454	what is hdl cholesterol mean	Generic	Expert
CS_21455	side effects of maca powder	Direct Answer	Expert
CS_21456	blepharospasm cure	Direct Answer	Expert
CS_21457	symptoms of peptic ulcer	Direct Answer	Expert
CS_21458	calcium and kidney stones	Generic	Expert
CS_21459	colitis treatment diet	Guide	Expert
CS_21460	what is 20 30 vision	Generic	Expert
CS_21461	early symptoms of tb	Direct Answer	Expert
CS_21462	what is cerefolin	Generic	Expert
CS_21463	what is hydrocephalus shunt	Generic	Expert
CS_21464	cerefolin nac	Generic	Expert
CS_21465	bruising and blood clots	Generic	Expert
CS_21466	upper shoulder muscle pain	Generic	Expert
CS_21467	how do i cure a cold sore	Guide	Expert
CS_21468	vestibular disease	Direct Answer	Expert
CS_21469	cortisone injection knee	Generic	Expert
CS_21470	causes of neuropathy in legs	Direct Answer	Expert
CS_21471	symptoms of enlarged aorta	Direct Answer	Expert
CS_21472	surgery for fallen arches	Direct Answer	Expert
CS_21473	what does iso 9001 mean	Direct Answer	General
CS_21474	do i have hiv quiz	Generic	Expert
CS_21475	thyroid cyst symptoms	Direct Answer	Expert
CS_21476	occipital migraine symptoms	Direct Answer	Expert
CS_21477	pancreatic cancer early signs	Direct Answer	Expert
CS_21478	adenoids in adults	Generic	Expert
CS_21479	pancytopenia causes	Direct Answer	Expert
CS_21480	sinus blockage treatment	Direct Answer	Expert
CS_21481	reye's syndrome symptoms	Direct Answer	Expert
CS_21482	10 benefits of chia seeds	Direct Answer	Expert
CS_21483	how is scabies caused	Direct Answer	Expert
CS_21484	neutropenia symptoms	Direct Answer	Expert
CS_21485	what does hiv stand for	Generic	Expert
CS_21486	the cost of lasik surgery	Transactional	Expert
CS_21487	meniscus tear pain	Direct Answer	Expert
CS_21488	lyme disease fact sheet	Resource	General
CS_21489	prep for capsule endoscopy	Generic	Expert
CS_21490	dark brown spots on skin	Direct Answer	Expert
CS_21491	back pain after colonoscopy	Generic	Expert
CS_21492	can fibroids be cancerous	Direct Answer	Expert
CS_21493	hot flash relief	Direct Answer	Expert
CS_21494	best antidepressant	Direct Answer	Opinion
CS_21495	staghorn kidney stone	Generic	Expert
CS_21496	leptomeningeal disease	Generic	Expert
CS_21497	vaginal infections	Generic	Expert
CS_21498	gingko biloba side effects	Direct Answer	Expert
CS_21499	migraines treatment natural	Direct Answer	Expert
CS_21500	hospital lab tests	Generic	Expert
CS_21501	new orleans doctors	Generic	General
CS_21502	swollen cheeks symptoms	Direct Answer	Expert
CS_21503	sharp burning pain in leg	Generic	Expert
CS_21504	what is a urologist	Generic	Expert
CS_21505	flat feet problems	Generic	Expert
CS_21506	nesc code	Generic	General
CS_21507	hypoechoic mass	Generic	Expert
CS_21508	bacterial infections in blood	Direct Answer	Expert
CS_21509	sinus polyp surgery	Generic	Expert
CS_21510	images of hives rash	Resource	General
CS_21511	symtoms of rectal cancer	Direct Answer	Expert
CS_21512	transrectal ultrasound	Generic	Expert
CS_21513	infection control prevention	Generic	Expert
CS_21514	inflamed sebaceous cyst	Generic	Expert
CS_21515	treatment of a contusion	Guide	Expert
CS_21516	religious tolerance	Generic	General
CS_21517	blood clot in heart symptoms	Direct Answer	Expert
CS_21518	stoma hernia symptoms	Direct Answer	Expert
CS_21519	hypertrophic scar treatment	Guide	Expert
CS_21520	carotid symptoms	Direct Answer	Expert
CS_21521	eye drops for inflammation	Generic	Expert
CS_21522	icd-9 codes list	Direct Answer	General
CS_21523	spitting up blood clots	Generic	Expert
CS_21524	website fraud	Generic	General
CS_21525	current health care issues	Generic	Expert
CS_21526	example of utility patent	Direct Answer	Expert
CS_21527	echocardiogram of heart	Generic	Expert
CS_21528	what is a hernia sac	Generic	Expert
CS_21529	epstein barr symptoms	Direct Answer	Expert
CS_21530	leukemia leg pain	Generic	Expert
CS_21531	diabetes and muscle spasms	Generic	Expert
CS_21532	nose diseases	Generic	Expert
CS_21533	what is a cck hida scan	Generic	Expert
CS_21534	creatine kinase test	Generic	Expert
CS_21535	lung abscess treatment	Guide	Expert
CS_21536	complete list phobias	Direct Answer	Expert
CS_21537	what is lymphocytic leukemia	Generic	Expert
CS_21538	thyroid diet	Direct Answer	Expert
CS_21539	cost of thyroid blood test	Transactional	Expert
CS_21540	spinal infusion surgery	Generic	Expert
CS_21541	post nasal drip relief	Generic	Expert
CS_21542	bipap vs cpap machines	Direct Answer	Expert
CS_21543	fibromyalgia causes	Direct Answer	Expert
CS_21544	pictures of bed sores stage 1	Resource	General
CS_21545	hot or cold for neck pain	Direct Answer	Expert
CS_21546	gland swelling in neck	Generic	Expert
CS_21547	bleeding prostrate	Direct Answer	Expert
CS_21548	polymyalgia cause	Direct Answer	Expert
CS_21549	ankle injuries and treatment	Guide	Expert
CS_21550	what does a nebulizer do	Direct Answer	Expert
CS_21551	bone cancer mri images	Resource	General
CS_21552	flu season dates	Generic	Expert
CS_21553	pain on right side back	Direct Answer	Expert
CS_21554	how do i get rid of mites	Guide	Expert
CS_21555	what causes rash on face	Direct Answer	Expert
CS_21556	sigmoid colon surgery	Generic	Expert
CS_21557	transplant support groups	Generic	Expert
CS_21558	ingredients for aspirin	Direct Answer	Expert
CS_21559	treatment of dizziness	Guide	Expert
CS_21560	brain treatment	Guide	Expert
CS_21561	are stool softeners safe	Generic	Expert
CS_21562	diabetes sugar levels range	Direct Answer	Expert
CS_21563	a taste of india menu	Generic	General
CS_21564	allergy shot cost	Transactional	General
CS_21565	tourette syndrome symptoms	Direct Answer	Expert
CS_21566	abdominal mesh surgery	Generic	Expert
CS_21567	children personality disorders	Generic	Expert
CS_21568	colitis vs ulcerative colitis	Generic	Expert
CS_21569	at home physical therapy	Generic	Expert
CS_21570	dermoid cyst ovary pictures	Resource	General
CS_21571	trembling lips symptoms	Direct Answer	Expert
CS_21572	meningitis outbreak 2014	Generic	Expert
CS_21573	symptoms of bladder tumor	Direct Answer	Expert
CS_21574	heart transplant guidelines	Guide	Expert
CS_21575	hiv aids summary	Generic	Expert
CS_21576	thoracic tumor symptoms	Direct Answer	Expert
CS_21577	find primary care physician	Generic	Expert
CS_21578	adhd forms	Generic	General
CS_21579	foods with caffeine	Generic	General
CS_21580	videos on mental health	Direct Answer	General
CS_21581	raise white blood count	Generic	Expert
CS_21582	arterial stenosis	Generic	Expert
CS_21583	chronic anemia treatment	Guide	Expert
CS_21584	foods for pancreatic health	Generic	Expert
CS_21585	cost of brain mri	Transactional	Expert
CS_21586	benadryl 25 mg	Direct Answer	Expert
CS_21587	symptoms of a stroke	Direct Answer	Expert
CS_21588	national fire code	Generic	General
CS_21589	causes of hot sweats	Direct Answer	Expert
CS_21590	best pituitary surgeons	Direct Answer	General
CS_21591	best hand surgeons in nyc	Generic	General
CS_21592	scarring of the lungs	Generic	Expert
CS_21593	lymphatic leukemia	Generic	Expert
CS_21594	remedy for constipation	Direct Answer	Expert
CS_21595	how to clear lungs	Guide	Expert
CS_21596	about lupus symptoms	Direct Answer	Expert
CS_21597	low body temperature flu	Direct Answer	Expert
CS_21598	torn labrum	Generic	Expert
CS_21599	massive stroke survival rate	Direct Answer	Expert
CS_21600	influenza fact sheet	Resource	Expert
CS_21601	arthritis treatment	Guide	Expert
CS_21602	spinal myelopathy	Generic	Expert
CS_21603	big toe swollen and painful	Generic	Expert
CS_21604	kidney transplant procedure	Generic	Expert
CS_21605	extra heart beats causes	Direct Answer	Expert
CS_21606	order lortabs online	Generic	Expert
CS_21607	fleets enema instructions	Guide	Expert
CS_21608	effects of korean ginseng	Direct Answer	Expert
CS_21609	thinogenics side effects	Direct Answer	Expert
CS_21610	is shingles catching	Direct Answer	Expert
CS_21611	leaking mitral valve symptoms	Direct Answer	Expert
CS_21612	white tongue coating	Generic	Expert
CS_21613	syringe disposal	Generic	General
CS_21614	what is chasteberry	Generic	Expert
CS_21615	who needs a pacemaker	Direct Answer	Expert
CS_21616	treatment for narcolepsy	Generic	Expert
CS_21617	view my erb army	Generic	Expert
CS_21618	swelling fingers at night	Generic	Expert
CS_21619	concussion information	Generic	Expert
CS_21620	sharko foot	Generic	Expert
CS_21621	psychosomatic symptoms	Generic	Expert
CS_21622	side effects meningitis	Direct Answer	Expert
CS_21623	swelling of the wrist	Generic	Expert
CS_21624	clear blister from bug bite	Generic	Expert
CS_21625	follicular lymphoma causes	Direct Answer	Expert
CS_21626	chiggers home remedy	Guide	Expert
CS_21627	wound vac pump	Generic	Expert
CS_21628	what causes infection	Generic	Expert
CS_21629	kidneystones symptoms	Direct Answer	Expert
CS_21630	brain seizures	Generic	Expert
CS_21631	gastric antrum ulcer	Generic	Expert
CS_21632	moles that turn white	Generic	Expert
CS_21633	causes of numb toes	Direct Answer	Expert
CS_21634	what is cervical pain	Generic	Expert
CS_21635	bananas and constipation	Generic	Expert
CS_21636	urine odor diabetes	Generic	Expert
CS_21637	rust colored urine	Generic	Expert
CS_21638	what is hypogonadism male	Generic	Expert
CS_21639	indian records	Direct Answer	General
CS_21640	patient complaint form	Resource	General
CS_21641	list of ocd symptoms	Direct Answer	General
CS_21642	causes trigger finger	Direct Answer	Expert
CS_21643	duration of strep throat	Direct Answer	Expert
CS_21644	what is glucomannan	Generic	Expert
CS_21645	can a hernia burst	Direct Answer	Expert
CS_21646	cancer metastasis to bone	Generic	Expert
CS_21647	catuaba side effects	Direct Answer	Expert
CS_21648	bleeding after cystoscopy	Generic	Expert
CS_21649	how to stop poison ivy itch	Guide	Expert
CS_21650	glaucoma pictures	Resource	Expert
CS_21651	muscle pain in calves	Direct Answer	Expert
CS_21652	vertebroplasty recovery	Generic	Expert
CS_21653	help with sleep problems	Generic	Expert
CS_21654	dengue early symptoms	Direct Answer	Expert
CS_21655	cramping in hands and feet	Generic	Expert
CS_21656	locked finger	Direct Answer	Expert
CS_21657	pressure in the abdomen	Generic	Expert
CS_21658	how long does thrush last	Direct Answer	Expert
CS_21659	pacemaker for heart	Generic	Expert
CS_21660	numbness in upper back	Generic	Expert
CS_21661	side effects of fillers	Direct Answer	Expert
CS_21662	what does hiv look like	Direct Answer	Expert
CS_21663	cartilage injections	Generic	Expert
CS_21664	medical signage	Resource	General
CS_21665	before colonoscopy	Generic	Expert
CS_21666	statistics on homeless people	Generic	General
CS_21667	what is lactobacillus	Generic	Expert
CS_21668	physical exam for kids	Generic	Expert
CS_21669	gout and alcohol	Generic	Expert
CS_21670	laboratory blood test results	Generic	General
CS_21671	pain when urinating	Direct Answer	Expert
CS_21672	enzymes their functions	Generic	Expert
CS_21673	community health nurse role	Direct Answer	Expert
CS_21674	tongue problems	Direct Answer	Expert
CS_21675	average price for liposuction	Transactional	Expert
CS_21676	knee swelling arthritis	Generic	Expert
CS_21677	home remedies for colitis	Guide	Expert
CS_21678	bleeding on brain	Generic	Expert
CS_21679	symptons of a head cold	Direct Answer	Expert
CS_21680	hiv skin symptoms	Direct Answer	Expert
CS_21681	cold sore fast treatment	Guide	Expert
CS_21682	free glucometer	Generic	Expert
CS_21683	symptoms of gastric cancer	Direct Answer	Expert
CS_21684	carob health benefits	Direct Answer	Expert
CS_21685	injections for psoriasis	Direct Answer	Expert
CS_21686	how big is a gallbladder	Direct Answer	Expert
CS_21687	symptoms of a lung tumor	Direct Answer	Expert
CS_21688	lower lid blepharoplasty cost	Transactional	Expert
CS_21689	album value	Transactional	Expert
CS_21690	what is a rhizotomy procedure	Generic	Expert
CS_21691	ashwagandha thyroid	Generic	Expert
CS_21692	lichen planus cancer	Generic	Expert
CS_21693	list of vascular surgeons	Direct Answer	Expert
CS_21694	vinegar and constipation	Generic	Expert
CS_21695	breathlessness causes	Direct Answer	Expert
CS_21696	hdl and ldl levels	Generic	Expert
CS_21697	ldl cholesterol guidelines	Guide	Expert
CS_21698	hogweed rash	Generic	Expert
CS_21699	endocrinology doctor	Generic	Expert
CS_21700	adnexal cyst	Direct Answer	Expert
CS_21701	how to heal scars	Guide	Expert
CS_21702	spleen cancer	Generic	Expert
CS_21703	psa treatment	Direct Answer	Expert
CS_21704	right sided sharp head pain	Generic	Expert
CS_21705	necrosis of liver	Generic	Expert
CS_21706	ear tumors symptoms	Direct Answer	Expert
CS_21707	alkaline water and diabetes	Generic	Expert
CS_21708	cancer in stomach lining	Generic	Expert
CS_21709	dizzy spells causes	Direct Answer	Expert
CS_21710	laser treatment for sciatica	Guide	Expert
CS_21711	medco member services	Generic	General
CS_21712	lower back pain and hip pain	Generic	Expert
CS_21713	slow kidney function	Generic	Expert
CS_21714	high alt test results	Generic	Expert
CS_21715	lithium to treat depression	Generic	Expert
CS_21716	leg hamstring pain	Direct Answer	Expert
CS_21717	causes of bowel spasms	Direct Answer	Expert
CS_21718	pictures of fluid in ears	Resource	Expert
CS_21719	medical record audit form	Resource	General
CS_21720	one side face swelling	Generic	Expert
CS_21721	heartburn and heart problems	Generic	Expert
CS_21722	pulmonary test results	Direct Answer	Expert
CS_21723	chemo nausea remedies	Generic	Expert
CS_21724	neck fusion complications	Direct Answer	Expert
CS_21725	stage liver disease	Generic	Expert
CS_21726	when to see a neurologist	Direct Answer	Expert
CS_21727	cpt code for stress test	Direct Answer	General
CS_21728	liver tumor causes	Direct Answer	Expert
CS_21729	dental cpt codes	Direct Answer	General
CS_21730	egfr in blood work	Generic	Expert
CS_21731	what is lou garrets disease	Generic	Expert
CS_21732	exercise and gout	Generic	Expert
CS_21733	muscle biopsy procedure	Direct Answer	Expert
CS_21734	grovers skin disease pictures	Resource	General
CS_21735	marshfield clinic doctors	Generic	General
CS_21736	directory of doctors	Generic	General
CS_21737	lining of stomach cancer	Direct Answer	Expert
CS_21738	silent night snoring device	Generic	Expert
CS_21739	what is a hamstring tear	Generic	Expert
CS_21740	claim two entries	Generic	General
CS_21741	symptoms of a enlarged prostate	Direct Answer	Expert
CS_21742	cystic fibrosis photos	Resource	Expert
CS_21743	what to do for foot pain	Direct Answer	Expert
CS_21744	mrsa in nose	Generic	Expert
CS_21745	the brat diet for adults	Direct Answer	Expert
CS_21746	foods for people with ulcers	Generic	Expert
CS_21747	what causes a low pulse rate	Direct Answer	Expert
CS_21748	teleflex medical catalog	Generic	General
CS_21749	what is celiac sprue	Generic	Expert
CS_21750	symptoms black tongue	Direct Answer	Expert
CS_21751	pap smear test	Generic	Expert
CS_21752	post nasal drip and gerd	Generic	Expert
CS_21753	what is st johns wort	Generic	General
CS_21754	ibuprofen maximum dose	Direct Answer	Expert
CS_21755	medical card doctors	Direct Answer	General
CS_21756	cheese allergy symptoms	Direct Answer	Expert
CS_21757	female thyroid symptoms	Direct Answer	Expert
CS_21758	health organizations	Direct Answer	General
CS_21759	is stevia safe for diabetics	Generic	Expert
CS_21760	torn ligament treatment	Guide	Expert
CS_21761	symptoms of bleeding ulcers	Direct Answer	Expert
CS_21762	neck lumps	Generic	Expert
CS_21763	partial denture adhesive	Generic	Expert
CS_21764	kidney infection causes	Direct Answer	Expert
CS_21765	venous leak cure	Guide	Expert
CS_21766	asian orange disease	Generic	Expert
CS_21767	knee replacement alternative	Direct Answer	Expert
CS_21768	how to relieve carpal tunnel	Guide	Expert
CS_21769	at what temperature is a fever	Direct Answer	Expert
CS_21770	proper hand washing poster	Resource	General
CS_21771	double vision after stroke	Generic	Expert
CS_21772	what does autoimmune mean	Generic	Expert
CS_21773	lysine shingles treatment	Guide	Expert
CS_21774	what is lazy eye	Generic	Expert
CS_21775	signs of scleroderma	Direct Answer	Expert
CS_21776	skin diseases photos pictures	Resource	General
CS_21777	who discovered diabetes	Generic	General
CS_21778	chronic thigh pain	Generic	Expert
CS_21779	manopause symptoms	Direct Answer	Expert
CS_21780	what is canesten cream	Generic	Expert
CS_21781	benefit of oregano oil	Direct Answer	Expert
CS_21782	low blood pressure	Generic	Expert
CS_21783	causes low hct hgb	Direct Answer	Expert
CS_21784	pancreatic rest symptoms	Direct Answer	Expert
CS_21785	oral doctors	Generic	General
CS_21786	medical terminology articles	Generic	General
CS_21787	inner ear balance treatment	Guide	Expert
CS_21788	limbrel side effects	Direct Answer	Expert
CS_21789	fibromyalgia side effects	Direct Answer	Expert
CS_21790	list of ear disorders	Direct Answer	Expert
CS_21791	dandruff cure	Direct Answer	Expert
CS_21792	types of mrsa infections	Direct Answer	Expert
CS_21793	freedom healthcare	Navigational	General
CS_21794	pharmacy nabp lookup	Generic	Expert
CS_21795	thickening of the aorta	Direct Answer	Expert
CS_21796	thyroid hair problems	Generic	Expert
CS_21797	online medical journals	Generic	Expert
CS_21798	fluid on the lungs prognosis	Direct Answer	Expert
CS_21799	yeast infection in esophagus	Generic	Expert
CS_21800	list of cancer organizations	Direct Answer	Expert
CS_21801	gamma gt blood test	Generic	Expert
CS_21802	current flu symptoms 2013	Generic	Expert
CS_21803	can acid reflux cause cancer	Direct Answer	Expert
CS_21804	lvad surgery	Generic	Expert
CS_21805	jaw pain and heart disease	Direct Answer	Expert
CS_21806	dextroscoliosis treatment	Guide	Expert
CS_21807	gouty tophi pictures	Resource	General
CS_21808	mri scan of cervical spine	Direct Answer	Expert
CS_21809	chronic dermatitis pictures	Resource	General
CS_21810	different types of epilepsy	Generic	Expert
CS_21811	tumor markers	Generic	Expert
CS_21812	information on shingles	Generic	Expert
CS_21813	what causes water polution	Direct Answer	General
CS_21814	lyme treatment centers	Generic	General
CS_21815	facts of cancer	Generic	Expert
CS_21816	doctor for pinched nerve	Direct Answer	Expert
CS_21817	how to stop sunburn itch	Guide	Expert
CS_21818	stem cell injections	Generic	Expert
CS_21819	web health md	Navigational	General
CS_21820	fluid on the spine	Generic	Expert
CS_21821	cost of medical treatment	Transactional	Expert
CS_21822	av fistula for dialysis	Generic	Expert
CS_21823	cures for high cholesterol	Generic	Expert
CS_21824	dizziness upon rising	Generic	Expert
CS_21825	pepto bismol dosage	Direct Answer	Expert
CS_21826	wild yam side effects	Direct Answer	Expert
CS_21827	what is reflux	Generic	Expert
CS_21828	kyolic garlic blood pressure	Generic	Expert
CS_21829	bring down blood pressure	Guide	Expert
CS_21830	liver enzymes elevated causes	Direct Answer	Expert
CS_21831	personnel records	Resource	General
CS_21832	blood test results for hiv	Generic	Expert
CS_21833	dsaek corneal transplant	Direct Answer	Expert
CS_21834	mayo clinic blood clots	Direct Answer	General
CS_21835	sedation colonoscopy	Direct Answer	Expert
CS_21836	natural remedies for itching	Guide	Expert
CS_21837	tingling on side of neck	Generic	Expert
CS_21838	sensory perception disorder	Generic	Expert
CS_21839	sicca syndrome symptoms	Direct Answer	Expert
CS_21840	what is basal cancer	Generic	Expert
CS_21841	what is good for coughing	Direct Answer	Expert
CS_21842	hepatitis shot series	Generic	Expert
CS_21843	hernia photos in men	Resource	Expert
CS_21844	ulcer symptoms in men	Direct Answer	Expert
CS_21845	can tuberculosis be cured	Direct Answer	Expert
CS_21846	what do dust mites look like	Generic	Expert
CS_21847	migraines and blurry vision	Direct Answer	Expert
CS_21848	swelling feet treatment	Guide	Expert
CS_21849	bladder dilation	Generic	Expert
CS_21850	teeth cancer pictures	Resource	General
CS_21851	foods for anemic	Direct Answer	Expert
CS_21852	infected sinuses symptoms	Direct Answer	Expert
CS_21853	diabetic chart template	Resource	General
CS_21854	retina specialist	Generic	Expert
CS_21855	turmeric cancer treatment	Guide	Expert
CS_21856	bicep repair surgery	Direct Answer	Expert
CS_21857	t score and osteoporosis	Direct Answer	Expert
CS_21858	atrophy treatment	Guide	Expert
CS_21859	saffron macular degeneration	Generic	Expert
CS_21860	rash that comes and goes	Generic	Expert
CS_21861	ileal conduit urostomy	Generic	Expert
CS_21862	cervical spine surgery types	Generic	Expert
CS_21863	slightly enlarged liver	Generic	Expert
CS_21864	thyroid test for dogs	Generic	Expert
CS_21865	treatment for finger sprain	Guide	Expert
CS_21866	ovaries and menopause	Generic	Expert
CS_21867	cure for costochondritis	Guide	Expert
CS_21868	symptoms of torn rotator cup	Direct Answer	Expert
CS_21869	how to relieve foot pain	Guide	Expert
CS_21870	limbrel 500	Generic	Expert
CS_21871	what is the best glucometer	Direct Answer	Opinion
CS_21872	laryngeal cancer symptoms	Direct Answer	Expert
CS_21873	capisette side effects	Direct Answer	Expert
CS_21874	spine degeneration treatment	Guide	Expert
CS_21875	colon diseases	Generic	Expert
CS_21876	treatment of tuberculosis	Guide	Expert
CS_21877	polio statistics	Generic	Expert
CS_21878	dermatologist cyst removal	Generic	Expert
CS_21879	ibs good foods list	Direct Answer	Expert
CS_21880	diabetes and eye pain	Generic	Expert
CS_21881	gout foods high in purine	Direct Answer	Expert
CS_21882	open mri toronto	Generic	General
CS_21883	alcohol deaths statistics	Direct Answer	Expert
CS_21884	epidural lower back pain	Generic	Expert
CS_21885	medi-cal verification	Direct Answer	Expert
CS_21886	vaccination record book	Resource	General
CS_21887	clavicle cancer	Generic	Expert
CS_21888	surgery for corns on toes	Generic	Expert
CS_21889	icd 9 codes online	Direct Answer	Expert
CS_21890	ehlers danlos syndrome	Direct Answer	Expert
CS_21891	low alkaline phosphatase	Generic	Expert
CS_21892	left inguinal hernia surgery	Generic	Expert
CS_21893	how to get hiccups	Guide	Expert
CS_21894	what is ovaries	Generic	General
CS_21895	kidney illness symptoms	Direct Answer	Expert
CS_21896	medical reviews	Generic	Opinion
CS_21897	hospital trauma levels	Direct Answer	General
CS_21898	epidemic versus pandemic	Direct Answer	Expert
CS_21899	recurrent ovarian cancer	Generic	Expert
CS_21900	transverse colon polyp	Generic	Expert
CS_21901	medical help websites	Navigational	General
CS_21902	emphysema oxygen levels	Generic	Expert
CS_21903	foods to avoid with gout list	Generic	Expert
CS_21904	hydrogen breath test	Generic	Expert
CS_21905	sofia the frist games	Generic	General
CS_21906	scleroderma morphea pictures	Resource	Expert
CS_21907	about gallstones	Generic	Expert
CS_21908	bloating remedies fast	Direct Answer	Expert
CS_21909	treatment for knee injury	Guide	Expert
CS_21910	gastritis causes	Direct Answer	Expert
CS_21911	hand joint pain	Generic	Expert
CS_21912	shoulder treatment	Guide	Expert
CS_21913	colonoscopy statistics	Generic	Expert
CS_21914	what is rhabdomyosarcoma	Direct Answer	Expert
CS_21915	normal numbers for thyroid	Direct Answer	Expert
CS_21916	blocked artery tests	Generic	Expert
CS_21917	degenerative lumbar spine	Generic	Expert
CS_21918	how to make an arm sling	Guide	Expert
CS_21919	skin growths	Generic	Expert
CS_21920	patient medical information	Generic	General
CS_21921	severe constipation cures	Direct Answer	Expert
CS_21922	tummy tuck complications	Direct Answer	Expert
CS_21923	ent doctor near me	Generic	General
CS_21924	how long is the flu contagious	Direct Answer	Expert
CS_21925	effects of low cholesterol	Direct Answer	Expert
CS_21926	veins in the hands	Generic	Expert
CS_21927	tiredness after surgery	Generic	Expert
CS_21928	merkel cell cancer	Generic	Expert
CS_21929	mrsa lung infection	Generic	Expert
CS_21930	gin raisins arthritis	Generic	Expert
CS_21931	skin cancer photos moles	Resource	General
CS_21932	cayenne pepper dosage	Direct Answer	Expert
CS_21933	mild asperger's syndrome	Direct Answer	Expert
