keyword	user_intent
figurative art galleries	INFO
electric chair stairs	BUY
abraham lincoln ancestry	GEN
curtain rods decorative	BUY
bentley car interior	RES
free acting camps	INFO
car incentives and rebates	BUY
dance steps for the waltz	DA
free document scanner app	RES
average income of lawyers	DA
city news service	NAV
esp ltd price	BUY
flat rocks for landscaping	BUY
anderson city jail	NAV
bangor basketball tournament	GEN
coffee beans for decoration	BUY
1966 chevy ii	BUY
almond butter uses	INFO
free pak tv	NAV
bracelets prices	BUY
cebu travel	NAV
diabetes latest treatment	GEN
audio stereo installation	GEN
deer camera pictures	RES
dogs for rehoming	INFO
deluxe chicken coop	BUY
1976 eisenhower silver dollar	BUY
business analyst qualifications	INFO
halloween dance party	GEN
free full indian movies	RES
cabins for rent in idyllwild	BUY
beartooth highway map	RES
disneychannel music videos	NAV
goldwing aspencade 1200	BUY
grocery store local	INFO
flight tracker usairways	NAV
1972 trucks for sale	BUY
california king bed sheets	BUY
atherosclerosis research	GEN
estimated taxes 2013 due dates	DA
3g phone covers	BUY
how do we recycle	DA
how to read hands	DA
30 gallon drum	BUY
hotels in lake powell	INFO
africa magic	GEN
big lashes	GEN
head injury pain	GEN
bearing and hub	GEN
candy corn mold	BUY
blazers for girls	BUY
facts of obesity	GEN
easy free coupons	RES
how to debug	DA
fairchild tv schedule	NAV
dental crown infection	GEN
bowel conditions	INFO
bcbstx medicare advantage	NAV
free tide coupons	RES
hair stylist mississauga	INFO
franchise promotion	GEN
entering canada from the us	DA
2nd time home buyer	GEN
high gluten flour	BUY
broiled potatoes	DA
australian phone directory	RES
cute scrapbook sayings	INFO
dental society	INFO
bing wallpapers download	RES
4g phone plans	BUY
george c. marshall	GEN
english bicycle	GEN
cause of disability	INFO
aspirin for acne	GEN
39 ford for sale	BUY
abc plumbing	NAV
business mileage form	RES
gondola rides	GEN
alaska maps free	RES
how to make a carnival booth	DA
automotive market size	GEN
bb&t insurance services	NAV
charles frazier books	INFO
bayshore zip code	DA
community application	RES
cost of 1 kilowatt hour	BUY
difficult people training	GEN
hand reduction surgery	GEN
2014 sierra recalls	DA
fast relief for constipation	GEN
how to make shrimp linguini	DA
composite tooth	GEN
gas companies in augusta ga	INFO
george foreman fights	GEN
Apple Computer Stock	BUY
breathing abnormalities	INFO
courtyard times square	NAV
first alliance	NAV
earn amazon points	DA
acrylic urethane caulk	BUY
fishing for bass	GEN
coconut water drinks	INFO
halloween names for drinks	INFO
brooks running	BUY
free notices template	RES
free fire detectors	BUY
french braid quilts	DA
how do you prevent sweating	INFO
hearing devices for hard of hearing	BUY
gallery lighting	GEN
help for disabled veterans	INFO
graduate schools in iowa	INFO
10 gallon jug	BUY
ford thunderbird history	GEN
chair molding	GEN
clogged pores dry skin	GEN
borgen season 2	BUY
design cookies	DA
furniture rental minnesota	INFO
all trees names	INFO
how to tick people off	DA
hospital in winchester va	INFO
gym agreement template	RES
drum set tattoos	RES
can you cure tuberculosis	DA
atlas auto glass	NAV
cat rescue shelter	INFO
app for spell check	RES
hotel chain names	INFO
help for men in divorce	GEN
biodex system 2	BUY
catholic skull cap	GEN
dinner speeches	GEN
advances in solar energy	GEN
beach zip code map	RES
anemia cats	GEN
austin texas new year	INFO
best printer to use with ipad	DA
best vein treatment	DA
blue mountain lodging	INFO
furniture outlet nh	INFO
french to english learning	GEN
fireplace shield	BUY
best bike routes	INFO
articles on hiv	RES
depression hoarding	GEN
how do you tie a square knot	DA
best pools	DA
art of peru	GEN
eyebrow hair transplants	GEN
easy photo maker	INFO
draw comic strips	DA
easy heat heat tape	BUY
hotel circle hotels	INFO
denver monthly rentals	INFO
ga 500ez form	RES
german doughnuts recipe	DA
great christian music	INFO
dna mouth swab test	GEN
brain cancer wristbands	BUY
house flipping loans	INFO
california railroad map	RES
do cars talk	DA
birth order traits	INFO
container office for sale	BUY
club hockey	GEN
canberra house rentals	BUY
college government loans	INFO
gt suspension	GEN
how to make glass candy	DA
earring card template	RES
common cold contagious period	DA
axl rose	GEN
current deficit	GEN
car pollution statistics	GEN
emergency fire equipment	GEN
before the birth of christ	GEN
free optimization tool	RES
2008 eclipse	GEN
hoover cyclonic reviews	BUY
free employee resumes	RES
finance study guide	RES
go karts georgia	INFO
christmas tree lot	INFO
discounted cash flow	GEN
bonefish copycat recipe	DA
california water resources	NAV
cookies australia	INFO
how to make a zombie prop	DA
add adult quiz	RES
best baby bunting	DA
auger stove	BUY
a gift that says i love you	INFO
connect plus management	NAV
grade level	GEN
car auctions in nc online	NAV
get activation key	DA
cardiac dysfunction symptoms	INFO
hell on wheels movie	BUY
airports ontario canada	INFO
how to write story script	DA
african shirts for men	BUY
corona property management	NAV
how to use a power edger	DA
durabrand cd player	BUY
garden art statues	BUY
ear plugs waterproof	BUY
funky hair accessories	BUY
how do u make symbols	DA
390 intake manifold	BUY
delta bonnet nut	BUY
avengers books	BUY
fermenting chicken feed	DA
how to patent music	DA
chicago mayor	DA
electrical training school	INFO
aa associates degree	GEN
hebrew letter for 6	DA
high power scopes	BUY
best gyms in maryland	INFO
hot springs hotels	INFO
allergic to red 40	GEN
asap international travel	NAV
ansmann battery chargers	BUY
adult add resources	INFO
elmira pick a part	INFO
hair salons in woodbury	INFO
dance fort worth	INFO
house of color	NAV
elite can lights	BUY
how to organize yourself	DA
elements of risk management	INFO
credit wizard	NAV
bra with clear sides	BUY
how long is veterinary school	DA
fuel burn rates	GEN
brooklyn fair	GEN
fifa calendar 2014	NAV
cost of mining coal	BUY
ceramic water bottle	BUY
compaq laptops cost	BUY
florida bahamas	GEN
epa training courses	INFO
car auctions in fresno	INFO
download photos app	RES
how to install tpo roof	DA
how to make pretty nails	DA
effect of poverty	GEN
firefox free download	RES
convert picture to words	DA
ford mustang features	BUY
Great Wolf Lodge Rooms	NAV
emr training program	INFO
drink water during pregnancy	GEN
education career fair	GEN
gerber bars	BUY
9 year old birthday party	GEN
factor transfer	GEN
adult travel	GEN
educare	NAV
att internet service phone number	NAV
barrel lifter	BUY
dating petite women	GEN
curly hair products	BUY
general store franchise	GEN
acdf spinal surgery	GEN
how long does a coma last	DA
how to stain cedar siding	DA
arlington nursing home	INFO
how to build a tall table	DA
cashier test sample	RES
free online cle	NAV
eclipse in 2014	GEN
good costume ideas for teens	INFO
bleeding from esophagus	GEN
cnn news website	NAV
attwood gas cap	BUY
chevy parts oem	BUY
christmas shirts for men	BUY
how to build wooden steps	DA
find voter id	DA
conns tv sale	BUY
drilling contractors or	INFO
facts about the year 1919	GEN
home shed kits	BUY
how to get a smart serve	DA
great world ltd	NAV
free terraria account	NAV
how to up date bios	DA
agricultural agencies	INFO
dc current switch	BUY
development engineer salary	DA
chills and nausea	GEN
dinner meals ideas	INFO
cheap weddings packages	BUY
excursions from barcelona	BUY
hot pink tiara	BUY
avengers full episode	RES
christian girls	GEN
definition of remember	DA
formula for percent	DA
houses for sale in essex	INFO
cheap wine list	INFO
definition of meaningful use	DA
blaine duty free	NAV
how can i stop eating sweets	DA
How To Fix Exhaust	DA
does depression cause dizziness	DA
airline ticket center	NAV
help for spelling	GEN
18th birthday party ideas nyc	INFO
esophagus stent	GEN
free skoal coupons	RES
60 anniversary corvette	BUY
braun series 1	BUY
escalade owners manual	RES
cancer antibody therapy	GEN
cats & kittens munchkin	GEN
cost of milk in 2000	DA
8 napa auto parts	NAV
business asset finance	GEN
free timesheet forms	RES
example of essay writing	DA
anti aging acne skin care	GEN
1961 willys jeep	BUY
drinking age on a cruise	DA
california welfare reform	GEN
glacier bay facts	GEN
facts about birth control	GEN
average us army salary	DA
bible study psalm	INFO
cover letter for cna	RES
air compressors explained	GEN
how to make sauce for crepes	DA
dodge dart engine	GEN
alamodome seating chart	RES
games to play in office	INFO
face corrector	GEN
best pineapple juice	DA
apple logo jacket	BUY
antique currency	GEN
bone marrow lymphoma prognosis	GEN
arrivals at jfk airport	NAV
better memory	GEN
ceramic tile trends	INFO
history of social studies	GEN
design my own game	DA
hoarseness and thyroid	GEN
all about carbohydrates	GEN
graphics card driver update	RES
elementary school teaching	GEN
honolulu apartment rental	BUY
flood deck stain	BUY
golden greek	GEN
find out what my symptoms mean	GEN
free excel spreadsheet	RES
form ds 82 fillable form	RES
famous foods in greece	INFO
alberta spruce dwarf	GEN
cbs mentalist episodes	NAV
career paths in human resources	INFO
antique copper sink	BUY
hairdo photos	RES
cake pops naperville	BUY
cheap iphones at walmart	BUY
glw stock dividend	BUY
books for law students	BUY
200 pound sandbag	BUY
cheapest used car	BUY
chicken bantam breeds	GEN
cant sell my house	INFO
home bedspreads	BUY
dvd drive toshiba	BUY
fatigue symptoms	INFO
dating when married	GEN
computer service template	RES
blue heron fishing	NAV
carpet cleaning advertising	INFO
dollar rental car	NAV
go card new york	NAV
homesense sale flyer	NAV
chanel 5 parfum	BUY
finishing wood cabinets	DA
alphabet blocks	BUY
construction jobs	INFO
cobras appearance	GEN
aircraft tracking systems	GEN
campbell's slow cooker recipes	NAV
home sold in neighborhood	INFO
frito lay crackers	BUY
hockey sayings quotes	INFO
facial piercing jewelry	BUY
golden wedding	GEN
