CS_ID		Keyword	Intent_1	Authority
CS_38254		knee pain when lying down	Generic	Expert
CS_38255		gamma knife brain tumor	Generic	Expert
CS_38256		what are floaters	Generic	Expert
CS_38257		bacteria infection in men	Generic	Expert
CS_38258		types of aids	Direct Answer	Expert
CS_38259		best cockroach poison	Direct Answer	Opinion
CS_38260		blood clot in head symptoms	Direct Answer	Expert
CS_38261		rheumatoid arthritis support	Direct Answer	Expert
CS_38262		t cell lymphoma skin	Generic	Expert
CS_38263		arthritis in neck and spine	Generic	Expert
CS_38264		pain below shoulder blade	Generic	Expert
CS_38265		test for stomach cancer	Direct Answer	Expert
CS_38266		where to get allergy test	Direct Answer	Expert
CS_38267		2014 nec code book	Generic	General
CS_38268		sores on the body pictures	Resource	General
CS_38269		acid reflux and diet	Generic	Expert
CS_38270		lower back pain sciatica	Direct Answer	Expert
CS_38271		crp levels	Direct Answer	Expert
CS_38272		salty mouth causes	Direct Answer	Expert
CS_38273		st catharines hospital	Generic	General
CS_38274		leg pain back of knee	Generic	Expert
CS_38275		eye infections in adults	Generic	Expert
CS_38276		tailbone pain sitting	Generic	Expert
CS_38277		cures for chest congestion	Direct Answer	Expert
CS_38278		constantly urinating	Generic	Expert
CS_38279		signs of the rapture	Direct Answer	Expert
CS_38280		eye lid infections	Generic	Expert
CS_38281		kidney blood count	Generic	Expert
CS_38282		red dye allergy symptoms	Direct Answer	Expert
CS_38283		description of obesity	Generic	Expert
CS_38284		nicotine gum	Generic	Expert
CS_38285		blood pressure rates	Generic	Expert
CS_38286		pain in lower buttocks	Generic	Expert
CS_38287		situational depression	Generic	Expert
CS_38288		thyroid tests to ask for	Generic	Expert
CS_38289		ichthammol ointment boils	Generic	Expert
CS_38290		how serious is colon cancer	Direct Answer	Expert
CS_38291		spinal biopsy	Generic	Expert
CS_38292		pain in right leg and foot	Generic	Expert
CS_38293		pancreas pain diabetes	Generic	Expert
CS_38294		cigna dental dhmo	Navigational	General
CS_38295		how to cure stress	Guide	Expert
CS_38296		is liver cancer fatal	Generic	Expert
CS_38297		involuntary tremors	Generic	Expert
CS_38298		c3 blood test	Generic	Expert
CS_38299		effective microorganisms em	Generic	Expert
CS_38300		abdominal pain cause	Direct Answer	Expert
CS_38301		schizophrenia hotline	Navigational	General
CS_38302		knee swelling and pain	Generic	Expert
CS_38303		mucous cyst sinus	Generic	Expert
CS_38304		how to repel head lice	Guide	General
CS_38305		neosalus cream	Generic	Expert
CS_38306		4 cm thyroid nodule	Generic	Expert
CS_38307		osphena canada	Generic	General
CS_38308		multiple myeloma stage 3	Generic	Expert
CS_38309		lvad heart pump	Direct Answer	Expert
CS_38310		what is a biodiversity	Generic	Expert
CS_38311		radon in homes symptoms	Direct Answer	Expert
CS_38312		blood blister on lip	Generic	Expert
CS_38313		bilirubin symptoms	Direct Answer	Expert
CS_38314		stinging sensation	Generic	Expert
CS_38315		aneurysm on kidney	Generic	Expert
CS_38316		sinus drainage into throat	Direct Answer	Expert
CS_38317		bipolar assessment	Generic	Expert
CS_38318		drug prevention activities	Generic	General
CS_38319		solutions for homelessness	Direct Answer	General
CS_38320		eye fungus	Direct Answer	Expert
CS_38321		rash with welts all over body	Generic	Expert
CS_38322		vhl supersite	Navigational	General
CS_38323		lung diseases sarcoidosis	Direct Answer	Expert
CS_38324		gene eden vir 101 reviews	Direct Answer	Opinion
CS_38325		oncology facts	Generic	Expert
CS_38326		what is adha	Generic	Expert
CS_38327		wheeling medical park	Generic	Expert
CS_38328		causes of navel pain	Direct Answer	Expert
CS_38329		reason for enlarged ovary	Direct Answer	Expert
CS_38330		diabetic snacks on the go	Direct Answer	Expert
CS_38331		bladder cancer statistics	Generic	General
CS_38332		what can stop diarrhea	Direct Answer	Expert
CS_38333		how to get dui expunged	Direct Answer	Expert
CS_38334		hemorrhoids bowel movement	Generic	Expert
CS_38335		small red bumps on face	Generic	Expert
CS_38336		treatment for fractured ankle	Guide	Expert
CS_38337		headache with chills	Generic	Expert
CS_38338		liver cancer foundation	Navigational	General
CS_38339		real age test quiz	Generic	General
CS_38340		thyroid peroxidase tpo ab	Generic	Expert
CS_38341		where can i buy vertifree	Transactional	General
CS_38342		how to heal a boil fast	Guide	Expert
CS_38343		petechiae pics	Resource	General
CS_38344		vegan diet protein	Generic	Expert
CS_38345		active care medical	Navigational	General
CS_38346		treatment for ankle tendonitis	Guide	Expert
CS_38347		antihistamine tablets	Generic	Expert
CS_38348		dermatomyositis treatment	Guide	Expert
CS_38349		neurological brain disorders	Direct Answer	Expert
CS_38350		blood blisters	Generic	Expert
CS_38351		facts about domestic violence	Generic	Expert
CS_38352		cause of nose scabs	Direct Answer	Expert
CS_38353		nar anon support groups	Generic	General
CS_38354		jaw pain cancer	Generic	Expert
CS_38355		bowen technique practitioners	Direct Answer	Expert
CS_38356		brain aneurysm size	Generic	Expert
CS_38357		nursing nanda diagnosis	Direct Answer	Expert
CS_38358		what is tmj disease	Generic	Expert
CS_38359		the vein center	Navigational	General
CS_38360		seniors fall prevention	Guide	Expert
CS_38361		causes for a fatty liver	Direct Answer	Expert
CS_38362		lack of magnesium causes	Direct Answer	Expert
CS_38363		my chart kdmc	Resource	General
CS_38364		elevated eosinophils	Generic	Expert
CS_38365		laboratory procedure codes	Generic	Expert
CS_38366		baptist south hospital	Direct Answer	Expert
CS_38367		severe dermatitis pictures	Resource	General
CS_38368		what is hcv infection	Generic	Expert
CS_38369		class b misdemeanor	Generic	Expert
CS_38370		memorial city herman hospital	Generic	General
CS_38371		stomach virus	Generic	Expert
CS_38372		lytic skull lesions	Generic	Expert
CS_38373		abdominal left pain	Generic	Expert
CS_38374		naet therapy	Generic	Expert
CS_38375		what is mastitis in cows	Generic	Expert
CS_38376		spinal stimulation device	Generic	Expert
CS_38377		what is a nurse navigator	Generic	Expert
CS_38378		diabetic coma	Generic	Expert
CS_38379		what is a rfid	Generic	Expert
CS_38380		pad disease symptoms	Direct Answer	Expert
CS_38381		signs you have cancer	Direct Answer	Expert
CS_38382		what can a colonoscopy detect	Direct Answer	Expert
CS_38383		severe belching causes	Direct Answer	Expert
CS_38384		immunization questions	Generic	General
CS_38385		subcutaneous cyst treatment	Guide	Expert
CS_38386		cure for tinnitis	Direct Answer	Expert
CS_38387		calcaneus surgery recovery	Generic	Expert
CS_38388		chronic wasting disease	Generic	Expert
CS_38389		family practice conferences	Generic	General
CS_38390		wrist joint replacement	Generic	Expert
CS_38391		facts about throat cancer	Generic	Expert
CS_38392		caregiver organizations	Navigational	General
CS_38393		middle ear infection photos	Resource	General
CS_38394		echocardiogram bubble study	Generic	Expert
CS_38395		spinal stenosis l4-5	Direct Answer	Expert
CS_38396		treatment for broken neck	Guide	Expert
CS_38397		what is thyroid nodule	Generic	Expert
CS_38398		long torn ligament heal	Guide	Expert
CS_38399		signs of meningitis in adults	Direct Answer	Expert
CS_38400		eating disorder article	Generic	General
CS_38401		pressure behind the eye	Generic	Expert
CS_38402		dulcolax 5 mg	Generic	Expert
CS_38403		best relief for itchy eyes	Direct Answer	Expert
CS_38404		what is the history of asthma	Generic	Expert
CS_38405		brain stent	Generic	Expert
CS_38406		catherization video	Resource	Expert
CS_38407		how to stop bunion pain	Guide	Expert
CS_38408		panolog ointment	Generic	Expert
CS_38409		find a neuropsychologist	Direct Answer	General
CS_38410		operation for diverticulitis	Generic	Expert
CS_38411		what is rls	Generic	Expert
CS_38412		lipoma on upper back	Generic	Expert
CS_38413		dekalb general hospital	Generic	General
CS_38414		symptoms of spherocytosis	Direct Answer	Expert
CS_38415		natural migraine pain relief	Generic	Expert
CS_38416		severe poison ivy treatment	Guide	Expert
CS_38417		ear tubes falling out	Generic	Expert
CS_38418		cure for thyroid problems	Direct Answer	Expert
CS_38419		central apnea	Generic	Expert
CS_38420		meditech system	Navigational	General
CS_38421		what causes green stools	Direct Answer	Expert
CS_38422		polyps on pancreas	Generic	Expert
CS_38423		gerd symptoms and treatment	Direct Answer	Expert
CS_38424		nmfc classifications	Generic	Expert
CS_38425		concussion checklist	Direct Answer	Expert
CS_38426		osseous surgery pictures	Resource	General
CS_38427		how to use slippery elm	Guide	General
CS_38428		emergency room information	Generic	General
CS_38429		lentigo maligna treatment	Guide	Expert
CS_38430		what are building codes	Generic	General
CS_38431		get rid of fever blisters	Resource	Expert
CS_38432		medical fax cover sheet	Generic	Expert
CS_38433		eye twitching causes and cures	Direct Answer	Expert
CS_38434		what is chordoma	Generic	Expert
CS_38435		children and obesity facts	Generic	Expert
CS_38436		pituitary endocrinologist	Generic	Expert
CS_38437		what cures ringworm in humans	Direct Answer	Expert
CS_38438		causes fluid around a liver	Direct Answer	Expert
CS_38439		gastroenterologist houston	Generic	General
CS_38440		prolapsed lung	Generic	Expert
CS_38441		good shepherd hospital	Generic	General
CS_38442		is osteoarthritis autoimmune	Direct Answer	Expert
CS_38443		back pain with sciatica	Generic	Expert
CS_38444		t coil hearing aid	Generic	General
CS_38445		about thalassemia	Generic	Expert
CS_38446		bloody nose treatment	Guide	Expert
CS_38447		what is actinic keratoses	Generic	Expert
CS_38448		military ptsd symptoms	Direct Answer	Expert
CS_38449		obtain copy birth certificate	Resource	General
CS_38450		how does niacin work	Direct Answer	Expert
CS_38451		psoriatic arthritis diagnosis	Direct Answer	Expert
CS_38452		ankle and shin pain	Generic	Expert
CS_38453		much do dentures cost	Transactional	General
CS_38454		diabetes pain	Generic	Expert
CS_38455		alcohol abuse powerpoint	Resource	Expert
CS_38456		itp leukemia	Generic	Expert
CS_38457		hiv in cats symptoms	Direct Answer	Expert
CS_38458		what is a normal pulse reading	Generic	Expert
CS_38459		last stages of prostate cancer	Generic	Expert
CS_38460		what is termite	Generic	General
CS_38461		tb symptoms in children	Direct Answer	Expert
CS_38462		rash on side of stomach	Generic	Expert
CS_38463		why do people get depressed	Generic	Expert
CS_38464		how to identify bedbug bites	Guide	General
CS_38465		compressed disk	Generic	Expert
CS_38466		add disorder in adults	Generic	Expert
CS_38467		slight concussion	Generic	Expert
CS_38468		doc records	Generic	Expert
CS_38469		autocad activation code 2012	Generic	Expert
CS_38470		kidney stones food avoid list	Resource	Expert
CS_38471		neurologist toronto ontario	Generic	General
CS_38472		quest diagnostics codes	Direct Answer	General
CS_38473		endocet side effects	Direct Answer	Expert
CS_38474		echocardiogram cost test	Transactional	Expert
CS_38475		addictions statistics	Generic	General
CS_38476		plasma rich platelet injection	Generic	Expert
CS_38477		renal diets for humans	Generic	Expert
CS_38478		invoice format	Generic	Expert
CS_38479		uses for clove oil	Direct Answer	General
CS_38480		poison ivy photos	Resource	General
CS_38481		private laboratories	Generic	Expert
CS_38482		symptoms of neoplasia	Direct Answer	Expert
CS_38483		physicians walk in clinic	Generic	General
CS_38484		gingivitis home treatment	Guide	Expert
CS_38485		oxymetazoline nasal spray	Generic	Expert
CS_38486		mileage worksheet	Resource	Expert
CS_38487		audit tool	Generic	General
CS_38488		eye allergies pictures	Resource	Expert
CS_38489		alk phos high	Generic	Expert
CS_38490		ondamed biofeedback	Generic	Expert
CS_38491		bee sting	Generic	Expert
CS_38492		benefit of hemp oil	Direct Answer	Expert
CS_38493		home remedies dry eyes	Guide	Expert
CS_38494		tubing for hearing aids	Generic	General
CS_38495		varicella titer test	Generic	Expert
CS_38496		brain how it works	Generic	Expert
CS_38497		avoiding blood clots	Direct Answer	Expert
CS_38498		laser vein treatment	Guide	Expert
CS_38499		causes interstitial cystitis	Direct Answer	Expert
CS_38500		remedies for a toothache	Guide	Expert
CS_38501		home cures for mouth ulcers	Guide	General
CS_38502		personal medical records online	Generic	General
CS_38503		blood pressure machines	Generic	Expert
CS_38504		leg surgery recovery time	Direct Answer	Expert
CS_38505		reflex sympathetic disorder	Generic	Expert
CS_38506		iso standards definition	Generic	General
CS_38507		puberty boys	Generic	Expert
CS_38508		thoracic arthritis	Generic	Expert
CS_38509		free orthopedic clinics	Direct Answer	General
CS_38510		lung pain right side	Generic	Expert
CS_38511		lung fungus	Generic	Expert
CS_38512		puffy eyelids	Generic	Expert
CS_38513		indigestion and belching	Generic	Expert
CS_38514		high kidney enzymes	Generic	Expert
CS_38515		black house mold	Generic	Expert
CS_38516		diverticulitis menu	Generic	Expert
CS_38517		zimmer hip implants	Direct Answer	Expert
CS_38518		chest x ray tb test	Generic	Expert
CS_38519		cavicide msds	Generic	General
CS_38520		what causes swelling in legs	Direct Answer	Expert
CS_38521		sore xiphoid process	Generic	Expert
CS_38522		growth on tongue	Generic	Expert
CS_38523		veterinary neurologists	Generic	General
CS_38524		bronchial phlegm	Generic	Expert
CS_38525		irritated stomach lining	Generic	Expert
CS_38526		stop sweaty hands	Guide	Expert
CS_38527		what is fibromyalgia pain like	Generic	Expert
CS_38528		reasons for headaches	Direct Answer	Expert
CS_38529		benefits of neem tree	Direct Answer	Expert
CS_38530		bleeding inside ear	Generic	Expert
CS_38531		dizzy spells cause	Direct Answer	Expert
CS_38532		choking on food	Generic	Expert
CS_38533		strongest pain reliever	Direct Answer	Expert
CS_38534		what kills head lice fast	Direct Answer	General
CS_38535		effects of swallowing gum	Direct Answer	Expert
CS_38536		side effects of hemorrhoids	Direct Answer	Expert
CS_38537		liquid diphenhydramine	Direct Answer	Expert
CS_38538		safe sodium intake per day	Generic	Expert
CS_38539		reference range	Generic	General
CS_38540		hand foot and mouth illness	Generic	Expert
CS_38541		renal blood test panel	Generic	Expert
CS_38542		gluten free diet information	Generic	Expert
CS_38543		what is nist	Generic	General
CS_38544		mmpi personality test	Generic	Expert
CS_38545		natural cures for balanitis	Direct Answer	Expert
CS_38546		foot cortizone injections	Generic	Expert
CS_38547		right side pain under rib	Generic	Expert
CS_38548		thoracic spine degeneration	Generic	Expert
CS_38549		oral and maxillofacial surgery	Generic	Expert
CS_38550		large veins in legs	Generic	Expert
CS_38551		causes of arthritis in spine	Direct Answer	Expert
CS_38552		high diabetes symptoms	Direct Answer	Expert
CS_38553		esbl infection in urine	Generic	Expert
CS_38554		lung disorders	Generic	Expert
CS_38555		intestinal carcinoma	Generic	Expert
CS_38556		natural colitis treatment	Guide	Expert
CS_38557		low sodium symptoms in women	Direct Answer	Expert
CS_38558		living with liver disease	Generic	General
CS_38559		numbness hand fingers	Generic	Expert
CS_38560		diverticulitis diet foods	Direct Answer	Expert
CS_38561		blood circulation in arms	Generic	Expert
CS_38562		quadruple heart surgery	Generic	Expert
CS_38563		dizzy spells	Generic	Expert
CS_38564		rotary cuff tear	Generic	Expert
CS_38565		vaccination for children	Generic	Expert
CS_38566		nasal polyp surgery cost	Transactional	Expert
CS_38567		teen peer pressure	Generic	Expert
CS_38568		sulfite allergy foods to avoid	Direct Answer	Expert
CS_38569		sethoxydim herbicide label	Generic	General
CS_38570		medroxypr side effects	Direct Answer	Expert
CS_38571		bump under tongue	Generic	Expert
CS_38572		b17 dosage cancer	Generic	Expert
CS_38573		ammonium lactate 12	Generic	Expert
CS_38574		can you survive lymphoma	Direct Answer	Expert
CS_38575		sciatica surgery	Generic	Expert
CS_38576		pain side foot	Generic	Expert
CS_38577		electronic parts list	Resource	General
CS_38578		low urine output	Generic	Expert
CS_38579		scabies symptoms pictures	Resource	General
CS_38580		red rash on hands	Generic	Expert
CS_38581		st agnes hospital fresno ca	Generic	General
CS_38582		neuritis lumbosacral	Generic	Expert
CS_38583		kidney test numbers	Generic	Expert
CS_38584		what is lemon balm good for	Generic	Expert
CS_38585		ibuprofen pm ingredients	Direct Answer	Expert
CS_38586		magnesium and blood pressure	Generic	Expert
CS_38587		kidney stone stuck in bladder	Generic	Expert
CS_38588		gout pain symptoms	Direct Answer	Expert
CS_38589		diet after diverticulitis	Generic	Expert
CS_38590		jungian personality test	Direct Answer	General
CS_38591		how often can you get shingles	Direct Answer	Expert
CS_38592		cdc standard precautions	Generic	Expert
CS_38593		what to do for cellulitis	Generic	Expert
CS_38594		what is a low glucose level	Generic	Expert
CS_38595		what foods are high fiber	Generic	Expert
CS_38596		treatment lichen planus mouth	Direct Answer	Expert
CS_38597		big toe problems	Generic	Expert
CS_38598		pictures of bumps on tongue	Resource	General
CS_38599		causes of red ears	Direct Answer	Expert
CS_38600		scarlet fever causes	Direct Answer	Expert
CS_38601		inpatient therapy	Generic	Expert
CS_38602		epilepsy in children	Generic	Expert
CS_38603		liquid laxative brands	Direct Answer	General
CS_38604		clinical nurse practitioner	Generic	Expert
CS_38605		is abreva safe for kids	Generic	Expert
CS_38606		wrong diagnosis	Generic	General
CS_38607		treatment for endometritis	Guide	Expert
CS_38608		flatulence cures	Guide	Expert
CS_38609		list blood disorders	Resource	Expert
CS_38610		hip prosthesis types	Direct Answer	Expert
CS_38611		interstitial lung markings	Generic	Expert
CS_38612		contact lens types	Direct Answer	Expert
CS_38613		urology definitions	Generic	Expert
CS_38614		crt lenses cost	Transactional	Expert
CS_38615		us hospital statistics	Generic	General
CS_38616		cellulitis contagious causes	Direct Answer	Expert
CS_38617		blurry vision	Generic	General
CS_38618		normal bp ranges by age	Direct Answer	Expert
CS_38619		cdc offices	Generic	General
CS_38620		rosacea skin disease	Generic	Expert
CS_38621		how to give shots	Guide	Expert
CS_38622		interleukin side effects	Generic	Expert
CS_38623		sudbury memorial hospital	Navigational	General
CS_38624		cancer of the peritoneum	Generic	Expert
CS_38625		causes of malabsorption	Direct Answer	Expert
CS_38626		large incisional hernia	Generic	Expert
CS_38627		ibuprofen dosage adult	Direct Answer	Expert
CS_38628		hepatobiliary scan test	Generic	Expert
CS_38629		symptoms of low blood pressure	Direct Answer	Expert
CS_38630		abuse registry check	Direct Answer	Expert
CS_38631		vertigo en espanol	Generic	Expert
CS_38632		thyroid in cats symptoms	Direct Answer	Expert
CS_38633		what is a ultrasound	Generic	Expert
CS_38634		thyroid ranges	Direct Answer	Expert
CS_38635		signs symptoms of anxiety	Direct Answer	Expert
CS_38636		oxfam america	Navigational	General
CS_38637		what is a happy light	Generic	Expert
CS_38638		inner ear infection pain	Generic	Expert
CS_38639		medical dispensary locator	Generic	Expert
CS_38640		select specialty hospital	Generic	General
CS_38641		symptoms of sweets disease	Direct Answer	Expert
CS_38642		bullous disease of skin	Generic	Expert
CS_38643		what can cause hand tremors	Generic	Expert
CS_38644		boils and cysts	Generic	Expert
CS_38645		anxiety treatment plan	Guide	Expert
CS_38646		different types of syndromes	Direct Answer	Expert
CS_38647		can alcohol cause diarrhea	Direct Answer	Expert
CS_38648		boop pneumonia	Direct Answer	Expert
CS_38649		zeolite reviews	Direct Answer	General
CS_38650		red irritated eyelids	Generic	Expert
CS_38651		prostate high psa	Direct Answer	Expert
CS_38652		diabetes 1 treatment	Direct Answer	Expert
CS_38653		symptoms of bee allergy	Direct Answer	Expert
CS_38654		severe nose bleeds	Generic	Expert
CS_38655		causes of nausea in men	Direct Answer	Expert
CS_38656		anxiety relief techniques	Guide	Expert
CS_38657		chinese herbs for lungs	Direct Answer	Expert
CS_38658		home remedies jock itch	Guide	Expert
CS_38659		history of thyroid cancer	Direct Answer	Expert
CS_38660		ileitis treatment	Guide	Expert
CS_38661		cure for pneumonia	Guide	Expert
CS_38662		stages of grief and loss	Generic	General
CS_38663		aspartame cancer	Generic	Expert
CS_38664		welch allyn	Generic	General
CS_38665		diabetic edema	Generic	Expert
CS_38666		what helps bladder infection	Direct Answer	Expert
CS_38667		hepatitis b liver cancer	Generic	Expert
CS_38668		wrist bp cuff reviews	Generic	General
CS_38669		cpap compliance	Direct Answer	Expert
CS_38670		vinegar and gout	Generic	Expert
CS_38671		images of leukemia	Resource	Expert
CS_38672		recovery hysterectomy	Direct Answer	Expert
CS_38673		about marfan syndrome	Generic	Expert
CS_38674		doctors who treat tmj	Generic	Expert
CS_38675		what is chronic mental illness	Generic	Expert
CS_38676		irregular heartbeat at rest	Generic	Expert
CS_38677		fvc fev1	Generic	Expert
CS_38678		who is homeless in america	Generic	General
CS_38679		lumiday side effects	Direct Answer	Expert
CS_38680		keratosis skin lesion	Generic	Expert
CS_38681		muscle pain in chest area	Generic	Expert
CS_38682		what urine tests reveal	Direct Answer	Expert
CS_38683		skin lesions on arms	Generic	Expert
CS_38684		where can i find butterbur	Generic	Expert
CS_38685		how long flu virus last	Direct Answer	Expert
CS_38686		synvisc 3 injections	Direct Answer	Expert
CS_38687		i-693 form	Resource	General
CS_38688		pain from pancreas	Generic	Expert
CS_38689		how long alcohol detox	Generic	Expert
CS_38690		high creatinine and bun	Generic	Expert
CS_38691		treatment for polymyalgia	Guide	Expert
CS_38692		what is bacteremia	Generic	General
CS_38693		can malaria be cured	Direct Answer	Expert
CS_38694		kidney causes	Direct Answer	Expert
CS_38695		fog information	Generic	General
CS_38696		signs of dyslexia	Direct Answer	Expert
CS_38697		skin rashes with pictures	Resource	General
CS_38698		how to empty catheter bag	Guide	Expert
CS_38699		eye pressure 30	Generic	Expert
CS_38700		most popular beta blockers	Direct Answer	Expert
CS_38701		tired after eating	Generic	Expert
CS_38702		what is neuroticism	Generic	Expert
CS_38703		bc cancer agency	Direct Answer	Expert
CS_38704		symptoms post nasal drip	Direct Answer	Expert
CS_38705		bursitis in the back	Generic	Expert
CS_38706		lupus drug treatment	Guide	Expert
CS_38707		muga test preparation	Generic	Expert
CS_38708		how to clean a catheter	Guide	Expert
CS_38709		what to do about bone spurs	Guide	Expert
CS_38710		visual disturbances symptoms	Direct Answer	Expert
CS_38711		blood sugar tracker	Direct Answer	Expert
CS_38712		calcaneus pain	Generic	Expert
CS_38713		images of discoid lupus	Resource	Expert
CS_38714		cyst on eyelid pictures	Resource	General
CS_38715		renal mass symptoms	Direct Answer	Expert
CS_38716		dr andrew weil	Generic	General
CS_38717		pulse rate 120	Generic	Expert
CS_38718		remedy for athletes foot	Guide	General
CS_38719		colon cancer removal	Direct Answer	Expert
CS_38720		generic for multaq	Direct Answer	Expert
CS_38721		when to wash your hands	Direct Answer	General
CS_38722		stop runny nose	Guide	Expert
CS_38723		causes of nausea at night	Direct Answer	Expert
CS_38724		rash on neck and head	Generic	Expert
CS_38725		als treatment	Guide	Expert
CS_38726		benefits of metamucil	Direct Answer	Expert
CS_38727		blood in my urine male	Generic	Expert
CS_38728		free diabetes meters	Generic	Expert
CS_38729		what is good for dry skin	Direct Answer	Expert
CS_38730		htlv treatment	Guide	Expert
CS_38731		palmoplantar pustulosis	Direct Answer	Expert
CS_38732		herbs high blood pressure	Generic	Expert
CS_38733		mucus in ear	Generic	Expert
CS_38734		spinal stenosis therapy	Generic	Expert
CS_38735		can dry eyes affect vision	Direct Answer	Expert
CS_38736		first aid for children	Generic	Expert
CS_38737		nerve damage to bladder	Generic	Expert
CS_38738		treatment for varicose veins	Guide	Expert
CS_38739		sore inside mouth cheek	Generic	Expert
CS_38740		painful lump back of head	Direct Answer	Expert
CS_38741		quest 360 diagnostics	Generic	Expert
CS_38742		body sodium levels	Generic	Expert
CS_38743		ishihara eye test	Generic	Expert
CS_38744		treating sinus infection	Guide	Expert
CS_38745		cat bite cellulitis	Generic	Expert
CS_38746		vascular in legs	Generic	Expert
CS_38747		doctors in sacramento ca	Generic	General
CS_38748		about tumors	Generic	Expert
CS_38749		side back pain	Generic	Expert
CS_38750		migraine and neck pain	Generic	Expert
CS_38751		birthmark removal cost	Transactional	Expert
CS_38752		ganoderma diabetes	Generic	Expert
CS_38753		history of multiple sclerosis	Generic	Expert
CS_38754		hulda clark zapper	Direct Answer	Expert
CS_38755		does krill oil cause gout	Direct Answer	Expert
CS_38756		vision test results	Generic	Expert
CS_38757		what causes blood sugar	Direct Answer	Expert
CS_38758		borderline ovarian cancer	Generic	Expert
CS_38759		treatment for inguinal hernia	Guide	Expert
CS_38760		goya foods distributor	Navigational	General
CS_38761		lung cancer survival statistics	Generic	General
CS_38762		knee will not bend	Generic	Expert
CS_38763		what is algal dha	Generic	Expert
CS_38764		spider veins images	Resource	General
CS_38765		chat with doctor for free	Direct Answer	General
CS_38766		measles pictures of	Resource	General
CS_38767		cancer liver symptoms	Direct Answer	Expert
CS_38768		recovering after a stroke	Generic	Expert
CS_38769		acl surgery recovery time	Direct Answer	Expert
CS_38770		what is leukemia disease	Generic	Expert
CS_38771		skin cancer diagnosis	Generic	Expert
CS_38772		lowering high cholesterol	Generic	Expert
CS_38773		femoral hernia treatment	Direct Answer	Expert
CS_38774		health advocates	Direct Answer	General
CS_38775		crittenton hospital	Generic	Expert
CS_38776		free blood pressure app	Generic	General
CS_38777		discharge from hospital	Generic	General
CS_38778		is aids curable	Generic	Expert
CS_38779		symptoms of sinus pressure	Direct Answer	Expert
CS_38780		cancer and nutrition	Generic	Expert
CS_38781		fibromyalgia knots	Generic	Expert
CS_38782		alcohol and muscle cramps	Generic	Expert
CS_38783		stages of emphysema	Generic	Expert
CS_38784		surgery costs in united states	Transactional	Expert
CS_38785		benefits of maca	Direct Answer	General
CS_38786		chemo treatments	Direct Answer	Expert
CS_38787		how to dispose of used needles	Guide	Expert
CS_38788		symptoms of candida	Direct Answer	Expert
CS_38789		radiology procedures	Generic	Expert
CS_38790		after a brain aneurysm	Generic	Expert
CS_38791		colonoscopy alternatives	Direct Answer	Expert
CS_38792		high pressure causes	Direct Answer	Expert
CS_38793		forearm pain	Generic	Expert
CS_38794		foods with sterols	Generic	Expert
CS_38795		low protein in blood	Generic	Expert
CS_38796		cream for shingles itching	Direct Answer	Expert
CS_38797		belly fat on women	Generic	Expert
CS_38798		morton's toe surgery	Direct Answer	Expert
CS_38799		lower body lift	Generic	Expert
CS_38800		lumbar levoscoliosis treatment	Direct Answer	Expert
CS_38801		cml leukemia stages	Direct Answer	Expert
CS_38802		symptoms of diabetes ii	Direct Answer	Expert
CS_38803		mild heat stroke symptoms	Direct Answer	Expert
CS_38804		heart problems and nausea	Generic	Expert
CS_38805		mood disorders questionnaire	Generic	Expert
CS_38806		symptoms paresthesia	Direct Answer	Expert
CS_38807		proton therapy manufacturers	Direct Answer	General
CS_38808		rash from kidney disease	Generic	Expert
CS_38809		effects of epilepsy	Direct Answer	Expert
CS_38810		can skin tags be cancerous	Direct Answer	Expert
CS_38811		acupuncture and knee pain	Generic	Expert
CS_38812		cladosporium mold	Generic	Expert
CS_38813		free glucose meter bayer	Direct Answer	Expert
CS_38814		cancer centers in indiana	Direct Answer	Expert
CS_38815		how much iodine in seaweed	Direct Answer	General
CS_38816		multiple dystrophy symptoms	Direct Answer	Expert
CS_38817		kidney tumor cancer	Generic	Expert
CS_38818		hard stool remedy	Guide	General
CS_38819		intestinal hernia	Generic	Expert
CS_38820		chinese herbs for asthma	Direct Answer	General
CS_38821		blood clot diet	Guide	Expert
CS_38822		fibromyalgia relief	Direct Answer	Expert
CS_38823		first aid guidelines	Direct Answer	Expert
CS_38824		symptoms of lock jaw	Direct Answer	Expert
CS_38825		information on syphilis	Generic	General
CS_38826		what is pneumoconiosis	Generic	Expert
CS_38827		what is rickettsia	Generic	Expert
CS_38828		affects of too much salt	Direct Answer	Expert
CS_38829		pain below the sternum	Generic	Expert
CS_38830		tickling in ear	Generic	Expert
CS_38831		essential benign tremor	Generic	Expert
CS_38832		colostomy bag care video	Resource	General
CS_38833		ophthalmic migraine triggers	Generic	Expert
CS_38834		nabothian cyst symptoms	Direct Answer	Expert
CS_38835		pillow for hip pain	Direct Answer	Expert
CS_38836		does gerd cause nausea	Direct Answer	Expert
CS_38837		medical patents	Generic	General
CS_38838		electrolytes drinks list	Resource	Expert
CS_38839		aids statistics	Generic	General
CS_38840		side effects from metamucil	Direct Answer	Expert
CS_38841		low vision specialists	Generic	Expert
CS_38842		r i c e treatment	Generic	Expert
CS_38843		anca vasculitides	Generic	Expert
CS_38844		what is cutting yourself	Generic	Expert
CS_38845		brain injury causes	Direct Answer	Expert
CS_38846		polio vaccine history	Generic	General
CS_38847		neck shoulder muscle pain	Generic	Expert
